text,Sentiment,label
look like father would put restrict still go bank groceri store ga station hang del taco play friend pass dilig appreci,Positive,1
keep hand sanit safe whole day let minimis chanc contract deadli still enough larg portabl hand sanit amp face mask avail stock order deliv doorstep hr around kampala,Positive,1
noth els hope give new found appreci term consum driven economi stop tri hoard tax payer fund money planet shore account,Negative,0
thought raw prognosi accord everyon sit home internet traffic grow food retail earn lot rais demand tool servic powerup remot workflow bitcoin fall technolog still strong,Positive,1
due respect pmoindia narendramodirequest bring consum protect agnci action gt hold medic supplier tkng advntg mask mrp sold ampsanit sold middl class surviv poor suffer,Negative,0
town past day struggl stock fridg essenti get famili week empti fridg trip food go wast speechless,Negative,0
head shop stock pile purpos mind sell inflat price ebayuk asham,Negative,0
serious though im higher risk catch covid work supermarket everyon dog flock shouldnt get hazard pay,Negative,0
surviv today atleast think alway carri sanit mask still sure safe chant go corona corona go,Positive,1
shopper form long queue outsid supermarket amid fear,Negative,0
new jersey gov phil murphi order bar restaur shut effect pm today except takeout food smlr ashley conway talk njbiz what ahead busi employe,Positive,1
afford panic buy item bulk afford donat local food bank left tri pick scrap leav behind stop selfish togeth,Negative,0
thread track coronaviru respons week sinc ask list best class respons around world variou facet problem,Positive,1
recent releas detail way protect wallet deal covid viru learn,Positive,1
shanghai shop mall almost empti due consum confid worsen econom circumst normal retail store spring bargain sale season chinanobodi comesad,Negative,0
see mani even big account go absolut apeshit viru dont let defin neg life know easi engag stay cours,Positive,1
provid feel sick consum feel sick seek medic advic attent pleas call consum ihss social worker unabl work,Negative,0
amzn new articl amazon deliveri infrastructur strain covid outbreak spark surg onlin shop get latest amzn relat news,Negative,0
shopkeep sell mask highli price rs actual cost rs kindli think human varieti earth request cmopb provid free mask peopl punjab,Positive,1
would love practic social distanc occup allow monitor self servic area retail store requir remain area assist custom need greatest fear get covid unknowingli,Positive,1
fear panic seem grip uk first time today saw food shelv rack empti sainsburi tesco near look real approach doomsday,Negative,0
least privileg enough drive place stop think without easi access transport less abl travel multipl shop pleas peopl start think other,Positive,1
anyon suspect price goug covid relat fraud file complaint onlin contact state divis consum affair call leav name messag name address busi,Negative,0
gabon pangolin sale falter covid time tell extent consum behavior affect remain vigil proactiv au gabon le vent de pangolin flanchent avec le covid via lemondefr,Positive,1
greed death us essenti commod swept supermarket shelv rich alreadi enough sustain leav bare minimum noth poor pleas refrain unnecessarili buy bulk,Negative,0
messag isb covid amp busi continu partner client vendor consum report agenc cogniz ever reli accur verifi data ensur ident candid staff may remot,Positive,1
nyt look yesno whether worker sick leav last year took dive top restaur offer covid outbreak pretti,Positive,1
nytopinion mcdonald subway chickfila crackerbarrel outback cheesecak ask worker ask restaur top offer outbreak hint good,Negative,0
harrysteindc felt way put list togeth top chain get readi sever restrict option,Negative,0
supermarket checkout staff cannot handl peopl debitcreditstor card etc cut transmiss risk covid problem touch food packag also touch possibl also touch unknown person,Negative,0
retail step fight coronaviru chain store age,Negative,0
peopl pleas stop stock pile food finish full time nurs shift shelv empti,Negative,0
thread china role wildlif trade come greater scrutini whether push entir speci brink extinct run anim farm endang speci prc princip consum wildlif trade,Positive,1
cnnhealth bbchealth peopl ask quarantin day right away homebound everyon access suppli know onlin shop mani old alon sick without help wegovt need think,Negative,0
shown us anyth selfish arsehol peopl crisi food toilet roll shortag uk stop stockpil make harder peopl buy actual need,Negative,0
wait outsid supermarket lo angel rainbow hope,Positive,1
busi employe work home retail restaur coffe shop entertain venu optometrist groceri store bodega non profit work field veterinarian offic dentist mail center like up store,Positive,1
fight corona viru covid forget show gratitud toward help front line doctor nurs healthcar worker polic fire fighter emt supermarket worker ou,Negative,0
rmantri yeah imagin economi much better shape fudg data hide ongo degrowrth oil price better correl crude price cours pogrom muslim kashmir elsewher respond covid,Positive,1
noth like littl contagion stimul surg consum activ,Positive,1
goe get wors forese peopl max credit card buy food amp etc panic buy amp intent pay back credit card loan federalreservepeopl alreadi stretch crisi,Negative,0
ivankatrump peopl need kind importantli need stop hysteria million lose livelihood panic viru number make sens,Negative,0
day social distanc start go littl stir crazi practic new supermarket sweep pointer lesdoggg,Negative,0
past week absolut nightmar may ask work groceri store let tell peopl asshol go groceri store nice peopl work put live risk,Negative,0
us sale gun ammunit soar amid coronaviru panic buy peopl didnt enough gun yet knive huh food toilet paper,Negative,0
ok chao ensu indian groceri store sf bay area folk buy enough stuff sustain month black friday kind queue outsid store,Negative,0
peopl avoid onlin shop portal china thank covid,Positive,1
